,train_accuracy,val_accuracy,test_accuracy,area_under_curve,precision,recall,F1
0,0.8070678114891052,0.7476190328598022,0.767175555229187,0.7843691148775893,0.8064516129032258,0.635593220338983,0.7109004739336493
0,0.7736389636993408,0.699999988079071,0.7442747950553894,0.8051141713747646,0.7865168539325843,0.5932203389830508,0.6763285024154589
0,0.7975167036056519,0.738095223903656,0.7709923386573792,0.7753354519774012,0.8085106382978723,0.6440677966101694,0.7169811320754716
0,0.7688634395599365,0.7047619223594666,0.7404580116271973,0.8023187382297551,0.7906976744186046,0.576271186440678,0.6666666666666667
0,0.8099331259727478,0.7714285850524902,0.767175555229187,0.8282427024482109,0.8352941176470589,0.6016949152542372,0.6995073891625616
